PlayerID,StartingSR,CurrentSR,Games Played,Games Lost,Games Won
145,2454,2454,0,0,0
146,2960,2960,0,0,0
147,1257,1257,0,0,0
148,2354,2354,0,0,0
149,2033,2033,0,0,0
150,3543,3543,0,0,0
151,2907,2907,0,0,0
152,3288,3288,0,0,0
153,1519,1519,0,0,0
154,2279,2279,0,0,0
155,1111,1111,0,0,0
156,2624,2624,0,0,0
157,2609,2609,0,0,0
158,3042,3042,0,0,0
159,2391,2391,0,0,0
160,2168,2168,0,0,0
161,2635,2635,0,0,0
162,2527,2527,0,0,0
163,3134,3134,0,0,0
164,2750,2750,0,0,0
165,2851,2851,0,0,0
166,2311,2311,0,0,0
167,1224,1224,0,0,0
168,3067,3067,0,0,0
169,2632,2632,0,0,0
170,3589,3589,0,0,0
171,1750,1750,0,0,0
172,2490,2490,0,0,0
173,2453,2453,0,0,0
174,1952,1952,0,0,0
175,2162,2162,0,0,0
176,2521,2521,0,0,0
177,2337,2337,0,0,0
178,2133,2133,0,0,0
179,1538,1538,0,0,0
180,2019,2019,0,0,0
181,2238,2238,0,0,0
182,2359,2359,0,0,0
183,3451,3451,0,0,0
184,2714,2714,0,0,0
185,1432,1432,0,0,0
186,1193,1193,0,0,0
187,2104,2104,0,0,0
188,2123,2123,0,0,0
189,3351,3351,0,0,0
190,3672,3672,0,0,0
191,1298,1298,0,0,0
192,3482,3482,0,0,0
193,3125,3125,0,0,0
194,2208,2208,0,0,0
195,1458,1458,0,0,0
196,2143,2143,0,0,0
197,2014,2014,0,0,0
198,2059,2059,0,0,0
199,2440,2440,0,0,0
200,784,784,0,0,0
201,3189,3189,0,0,0
202,2934,2934,0,0,0
203,2967,2967,0,0,0
204,1893,1893,0,0,0
205,4140,4140,0,0,0
206,2978,2978,0,0,0
207,2806,2806,0,0,0
208,702,702,0,0,0
209,3534,3534,0,0,0
210,2789,2789,0,0,0
211,3009,3009,0,0,0
212,2629,2629,0,0,0
213,3197,3197,0,0,0
214,3153,3153,0,0,0
215,1527,1527,0,0,0
216,2256,2256,0,0,0
217,1845,1845,0,0,0
218,2558,2558,0,0,0
219,631,631,0,0,0
220,2796,2796,0,0,0
221,1467,1467,0,0,0
222,1382,1382,0,0,0
223,2013,2013,0,0,0
224,3809,3809,0,0,0
225,1523,1523,0,0,0
226,2969,2969,0,0,0
227,2824,2824,0,0,0
228,2543,2543,0,0,0
229,2579,2579,0,0,0
230,1693,1693,0,0,0
231,3496,3496,0,0,0
232,2519,2519,0,0,0
233,2879,2879,0,0,0
234,2306,2306,0,0,0
235,2253,2253,0,0,0
236,1780,1780,0,0,0
237,2270,2270,0,0,0
238,2024,2024,0,0,0
239,1548,1548,0,0,0
240,2123,2123,0,0,0
241,3056,3056,0,0,0
242,2041,2041,0,0,0
243,1719,1719,0,0,0
244,2076,2076,0,0,0
245,2875,2875,0,0,0
246,3589,3589,0,0,0
247,846,846,0,0,0
248,2348,2348,0,0,0
249,2555,2555,0,0,0
250,2571,2571,0,0,0
251,2505,2505,0,0,0
252,2051,2051,0,0,0
253,2803,2803,0,0,0
254,2646,2646,0,0,0
255,3109,3109,0,0,0
256,1621,1621,0,0,0
257,2450,2450,0,0,0
258,1046,1046,0,0,0
259,1397,1397,0,0,0
260,1017,1017,0,0,0
261,2240,2240,0,0,0
262,2838,2838,0,0,0
263,2678,2678,0,0,0
264,1392,1392,0,0,0
265,2790,2790,0,0,0
266,1668,1668,0,0,0
267,1693,1693,0,0,0
268,2549,2549,0,0,0
269,3260,3260,0,0,0
270,2542,2542,0,0,0
271,1279,1279,0,0,0
272,2602,2602,0,0,0
273,3099,3099,0,0,0
274,1824,1824,0,0,0
275,1918,1918,0,0,0
276,1808,1808,0,0,0
277,2295,2295,0,0,0
278,2158,2158,0,0,0
279,2737,2737,0,0,0
280,1506,1506,0,0,0
281,2379,2379,0,0,0
282,2253,2253,0,0,0
283,3292,3292,0,0,0
284,2131,2131,0,0,0
285,1905,1905,0,0,0
286,2501,2501,0,0,0
287,1481,1481,0,0,0
288,2588,2588,0,0,0
289,3177,3177,0,0,0
290,2425,2425,0,0,0
291,3583,3583,0,0,0
292,1292,1292,0,0,0
293,1966,1966,0,0,0
294,1071,1071,0,0,0
295,3230,3230,0,0,0
296,2067,2067,0,0,0
297,2046,2046,0,0,0
298,3185,3185,0,0,0
299,2465,2465,0,0,0
300,2401,2401,0,0,0
301,1893,1893,0,0,0
302,3147,3147,0,0,0
303,1627,1627,0,0,0
304,2303,2303,0,0,0
305,1969,1969,0,0,0
306,2844,2844,0,0,0
307,1911,1911,0,0,0
308,2097,2097,0,0,0
309,2842,2842,0,0,0
310,2171,2171,0,0,0
311,2170,2170,0,0,0
312,2120,2120,0,0,0
313,2202,2202,0,0,0
314,2872,2872,0,0,0
315,2009,2009,0,0,0
316,2129,2129,0,0,0
317,2364,2364,0,0,0
318,2315,2315,0,0,0
319,1530,1530,0,0,0
320,3370,3370,0,0,0
321,1976,1976,0,0,0
322,1756,1756,0,0,0
323,1198,1198,0,0,0
324,2524,2524,0,0,0
325,2697,2697,0,0,0
326,2185,2185,0,0,0
327,3784,3784,0,0,0
328,2892,2892,0,0,0
329,2607,2607,0,0,0
330,939,939,0,0,0
331,3369,3369,0,0,0
332,2224,2224,0,0,0
333,2366,2366,0,0,0
334,2176,2176,0,0,0
335,2066,2066,0,0,0
336,2504,2504,0,0,0
337,3988,3988,0,0,0
338,2021,2021,0,0,0
339,2347,2347,0,0,0
340,3282,3282,0,0,0
341,2787,2787,0,0,0
342,2039,2039,0,0,0
343,2567,2567,0,0,0
344,2688,2688,0,0,0
345,1864,1864,0,0,0
346,2454,2454,0,0,0
347,2367,2367,0,0,0
348,1460,1460,0,0,0
349,2028,2028,0,0,0
350,2625,2625,0,0,0
351,612,612,0,0,0
352,1863,1863,0,0,0
353,3057,3057,0,0,0
354,1766,1766,0,0,0
355,1897,1897,0,0,0
356,2246,2246,0,0,0
357,2514,2514,0,0,0
358,1627,1627,0,0,0
359,3399,3399,0,0,0
360,1133,1133,0,0,0
361,3806,3806,0,0,0
362,1709,1709,0,0,0
363,2358,2358,0,0,0
364,1262,1262,0,0,0
365,994,994,0,0,0
366,3058,3058,0,0,0
367,2814,2814,0,0,0
368,1435,1435,0,0,0
369,1811,1811,0,0,0
370,2967,2967,0,0,0
371,2416,2416,0,0,0
372,2051,2051,0,0,0
373,3085,3085,0,0,0
374,1827,1827,0,0,0
375,1996,1996,0,0,0
376,2039,2039,0,0,0
377,2455,2455,0,0,0
378,815,815,0,0,0
379,2558,2558,0,0,0
380,2640,2640,0,0,0
381,2138,2138,0,0,0
382,996,996,0,0,0
383,2722,2722,0,0,0
384,1452,1452,0,0,0
385,2156,2156,0,0,0
386,2006,2006,0,0,0
387,2105,2105,0,0,0
388,2064,2064,0,0,0
389,2270,2270,0,0,0
390,2060,2060,0,0,0
391,1688,1688,0,0,0
392,1594,1594,0,0,0
393,2532,2532,0,0,0
394,2969,2969,0,0,0
395,3357,3357,0,0,0
396,2309,2309,0,0,0
397,2465,2465,0,0,0
398,2164,2164,0,0,0
399,2446,2446,0,0,0
400,3364,3364,0,0,0
401,1992,1992,0,0,0
402,2359,2359,0,0,0
403,2060,2060,0,0,0
404,1657,1657,0,0,0
405,787,787,0,0,0
406,1529,1529,0,0,0
407,2585,2585,0,0,0
408,1332,1332,0,0,0
409,2750,2750,0,0,0
410,2413,2413,0,0,0
411,1495,1495,0,0,0
412,2413,2413,0,0,0
413,3817,3817,0,0,0
414,1240,1240,0,0,0
415,2967,2967,0,0,0
416,2585,2585,0,0,0
417,4610,4610,0,0,0
418,1624,1624,0,0,0
419,984,984,0,0,0
420,1854,1854,0,0,0
421,2080,2080,0,0,0
422,2199,2199,0,0,0
423,2738,2738,0,0,0
424,2646,2646,0,0,0
425,2750,2750,0,0,0
426,3448,3448,0,0,0
427,2044,2044,0,0,0
428,1537,1537,0,0,0
429,2884,2884,0,0,0
430,2827,2827,0,0,0
431,2409,2409,0,0,0
432,2129,2129,0,0,0
433,2344,2344,0,0,0
434,2257,2257,0,0,0
435,105,105,0,0,0
436,2393,2393,0,0,0
437,2534,2534,0,0,0
438,2191,2191,0,0,0
439,2147,2147,0,0,0
440,2151,2151,0,0,0
441,1986,1986,0,0,0
442,3468,3468,0,0,0
443,2970,2970,0,0,0
444,3221,3221,0,0,0
445,2573,2573,0,0,0
446,2922,2922,0,0,0
447,2465,2465,0,0,0
448,3260,3260,0,0,0
449,2225,2225,0,0,0
450,3146,3146,0,0,0
451,1893,1893,0,0,0
452,1455,1455,0,0,0
453,2666,2666,0,0,0
454,2273,2273,0,0,0
455,2365,2365,0,0,0
456,2652,2652,0,0,0
457,2934,2934,0,0,0
458,1981,1981,0,0,0
459,1459,1459,0,0,0
460,1383,1383,0,0,0
461,903,903,0,0,0
462,1908,1908,0,0,0
463,3332,3332,0,0,0
464,1670,1670,0,0,0
465,2668,2668,0,0,0
466,1449,1449,0,0,0
467,2128,2128,0,0,0
468,2595,2595,0,0,0
469,2750,2750,0,0,0
470,1672,1672,0,0,0
471,3799,3799,0,0,0
472,2868,2868,0,0,0
473,2468,2468,0,0,0
474,2595,2595,0,0,0
475,2857,2857,0,0,0
476,2213,2213,0,0,0
477,1022,1022,0,0,0
478,2273,2273,0,0,0
479,2659,2659,0,0,0
480,2523,2523,0,0,0
481,2441,2441,0,0,0
482,1283,1283,0,0,0
483,2122,2122,0,0,0
484,1433,1433,0,0,0
485,2125,2125,0,0,0
486,3288,3288,0,0,0
487,2282,2282,0,0,0
488,2575,2575,0,0,0
489,2718,2718,0,0,0
490,3085,3085,0,0,0
491,2935,2935,0,0,0
492,2086,2086,0,0,0
493,2759,2759,0,0,0
494,1921,1921,0,0,0
495,3174,3174,0,0,0
496,1995,1995,0,0,0
497,2592,2592,0,0,0
498,2056,2056,0,0,0
499,1839,1839,0,0,0
500,3357,3357,0,0,0
501,2566,2566,0,0,0
502,2818,2818,0,0,0
503,3469,3469,0,0,0
504,3504,3504,0,0,0
505,2503,2503,0,0,0
506,2306,2306,0,0,0
507,2366,2366,0,0,0
508,2018,2018,0,0,0
509,1900,1900,0,0,0
510,2798,2798,0,0,0
511,2566,2566,0,0,0
512,3121,3121,0,0,0
513,3033,3033,0,0,0
514,1738,1738,0,0,0
515,2402,2402,0,0,0
516,2406,2406,0,0,0
517,2658,2658,0,0,0
518,2678,2678,0,0,0
519,3680,3680,0,0,0
520,2823,2823,0,0,0
521,1973,1973,0,0,0
522,2461,2461,0,0,0
523,2029,2029,0,0,0
524,1602,1602,0,0,0
525,2180,2180,0,0,0
526,2763,2763,0,0,0
527,3204,3204,0,0,0
528,3532,3532,0,0,0
529,2204,2204,0,0,0
530,2700,2700,0,0,0
531,2598,2598,0,0,0
532,2060,2060,0,0,0
533,2996,2996,0,0,0
534,2514,2514,0,0,0
535,2793,2793,0,0,0
536,2239,2239,0,0,0
537,2850,2850,0,0,0
538,2106,2106,0,0,0
539,1764,1764,0,0,0
540,3831,3831,0,0,0
541,3301,3301,0,0,0
542,1588,1588,0,0,0
543,2748,2748,0,0,0
544,2777,2777,0,0,0
545,1717,1717,0,0,0
546,2103,2103,0,0,0
547,801,801,0,0,0
548,1891,1891,0,0,0
549,3273,3273,0,0,0
550,2987,2987,0,0,0
551,1841,1841,0,0,0
552,2411,2411,0,0,0
553,1492,1492,0,0,0
554,3528,3528,0,0,0
555,3178,3178,0,0,0
556,2753,2753,0,0,0
557,2080,2080,0,0,0
558,2461,2461,0,0,0
559,2530,2530,0,0,0
560,1492,1492,0,0,0
561,2782,2782,0,0,0
562,3585,3585,0,0,0
563,2464,2464,0,0,0
564,1765,1765,0,0,0
565,2632,2632,0,0,0
566,2890,2890,0,0,0
567,3279,3279,0,0,0
568,2479,2479,0,0,0
569,2654,2654,0,0,0
570,3000,3000,0,0,0
571,3944,3944,0,0,0
572,2226,2226,0,0,0
573,526,526,0,0,0
574,1730,1730,0,0,0
575,2565,2565,0,0,0
576,1663,1663,0,0,0
577,832,832,0,0,0
578,1720,1720,0,0,0
579,1985,1985,0,0,0
580,2896,2896,0,0,0
581,1625,1625,0,0,0
582,2757,2757,0,0,0
583,2374,2374,0,0,0
584,4066,4066,0,0,0
585,1568,1568,0,0,0
586,2024,2024,0,0,0
587,987,987,0,0,0
588,2334,2334,0,0,0
589,1934,1934,0,0,0
590,2831,2831,0,0,0
591,2785,2785,0,0,0
592,1630,1630,0,0,0
593,1376,1376,0,0,0
594,1595,1595,0,0,0
595,1485,1485,0,0,0
596,2723,2723,0,0,0
597,3850,3850,0,0,0
598,2891,2891,0,0,0
599,2122,2122,0,0,0
600,679,679,0,0,0
601,1558,1558,0,0,0
602,2114,2114,0,0,0
603,2540,2540,0,0,0
604,1293,1293,0,0,0
605,2604,2604,0,0,0
606,2373,2373,0,0,0
607,1971,1971,0,0,0
608,671,671,0,0,0
609,2208,2208,0,0,0
610,2202,2202,0,0,0
611,1903,1903,0,0,0
612,2310,2310,0,0,0
613,2395,2395,0,0,0
614,2348,2348,0,0,0
615,2621,2621,0,0,0
616,2864,2864,0,0,0
617,2400,2400,0,0,0
618,3448,3448,0,0,0
619,2548,2548,0,0,0
620,1664,1664,0,0,0
621,2061,2061,0,0,0
622,512,512,0,0,0
623,2292,2292,0,0,0
624,2687,2687,0,0,0
625,1180,1180,0,0,0
626,2956,2956,0,0,0
627,3159,3159,0,0,0
628,2985,2985,0,0,0
629,2688,2688,0,0,0
630,2238,2238,0,0,0
631,2629,2629,0,0,0
632,3013,3013,0,0,0
633,2051,2051,0,0,0
634,3241,3241,0,0,0
635,3511,3511,0,0,0
636,2328,2328,0,0,0
637,3356,3356,0,0,0
638,1672,1672,0,0,0
639,2456,2456,0,0,0
640,3245,3245,0,0,0
641,2532,2532,0,0,0
642,2877,2877,0,0,0
643,2592,2592,0,0,0
644,1702,1702,0,0,0
645,1681,1681,0,0,0
646,1814,1814,0,0,0
647,2080,2080,0,0,0
648,1026,1026,0,0,0
649,1982,1982,0,0,0
650,1485,1485,0,0,0
651,1852,1852,0,0,0
652,1758,1758,0,0,0
653,2848,2848,0,0,0
654,1406,1406,0,0,0
655,2133,2133,0,0,0
656,2402,2402,0,0,0
657,2386,2386,0,0,0
658,3695,3695,0,0,0
659,1725,1725,0,0,0
660,2462,2462,0,0,0
661,1842,1842,0,0,0
662,2158,2158,0,0,0
663,2306,2306,0,0,0
664,2425,2425,0,0,0
665,3877,3877,0,0,0
666,2612,2612,0,0,0
667,2315,2315,0,0,0
668,1250,1250,0,0,0
669,3113,3113,0,0,0
670,2173,2173,0,0,0
671,572,572,0,0,0
672,3429,3429,0,0,0
673,2764,2764,0,0,0
674,3031,3031,0,0,0
675,1738,1738,0,0,0
676,2313,2313,0,0,0
677,2610,2610,0,0,0
678,1362,1362,0,0,0
679,2363,2363,0,0,0
680,1740,1740,0,0,0
681,2308,2308,0,0,0
682,2050,2050,0,0,0
683,2155,2155,0,0,0
684,1323,1323,0,0,0
685,2017,2017,0,0,0
686,2392,2392,0,0,0
687,2647,2647,0,0,0
688,3188,3188,0,0,0
689,1719,1719,0,0,0
690,2598,2598,0,0,0
691,1587,1587,0,0,0
692,4452,4452,0,0,0
693,3179,3179,0,0,0
694,663,663,0,0,0
695,1142,1142,0,0,0
696,1874,1874,0,0,0
697,2232,2232,0,0,0
698,1897,1897,0,0,0
699,2785,2785,0,0,0
700,2494,2494,0,0,0
701,2263,2263,0,0,0
702,3926,3926,0,0,0
703,2428,2428,0,0,0
704,3303,3303,0,0,0
705,1340,1340,0,0,0
706,2568,2568,0,0,0
707,2246,2246,0,0,0
708,2575,2575,0,0,0
709,1852,1852,0,0,0
710,1280,1280,0,0,0
711,1451,1451,0,0,0
712,3532,3532,0,0,0
713,1104,1104,0,0,0
714,2956,2956,0,0,0
715,2316,2316,0,0,0
716,1846,1846,0,0,0
717,2523,2523,0,0,0
718,1005,1005,0,0,0
719,2430,2430,0,0,0
720,2713,2713,0,0,0
721,2600,2600,0,0,0
722,1841,1841,0,0,0
723,2096,2096,0,0,0
724,2163,2163,0,0,0
725,3117,3117,0,0,0
726,2332,2332,0,0,0
727,1720,1720,0,0,0
728,2970,2970,0,0,0
729,2508,2508,0,0,0
730,2111,2111,0,0,0
731,2476,2476,0,0,0
732,2468,2468,0,0,0
733,3249,3249,0,0,0
734,2466,2466,0,0,0
735,2112,2112,0,0,0
736,2796,2796,0,0,0
737,3173,3173,0,0,0
738,2379,2379,0,0,0
739,2427,2427,0,0,0
740,2700,2700,0,0,0
741,2097,2097,0,0,0
742,1851,1851,0,0,0
743,1606,1606,0,0,0
744,2855,2855,0,0,0
745,3337,3337,0,0,0
746,2460,2460,0,0,0
747,968,968,0,0,0
748,3684,3684,0,0,0
749,3751,3751,0,0,0
750,1736,1736,0,0,0
751,3842,3842,0,0,0
752,2010,2010,0,0,0
753,1116,1116,0,0,0
754,2334,2334,0,0,0
755,1639,1639,0,0,0
756,2806,2806,0,0,0
757,2251,2251,0,0,0
758,1113,1113,0,0,0
759,2162,2162,0,0,0
760,2310,2310,0,0,0
761,1842,1842,0,0,0
762,3338,3338,0,0,0
763,2230,2230,0,0,0
764,3394,3394,0,0,0
765,2946,2946,0,0,0
766,2895,2895,0,0,0
767,2254,2254,0,0,0
768,2141,2141,0,0,0
769,2722,2722,0,0,0
770,2942,2942,0,0,0
771,2762,2762,0,0,0
772,1755,1755,0,0,0
773,2457,2457,0,0,0
774,1671,1671,0,0,0
775,2290,2290,0,0,0
776,1884,1884,0,0,0
777,2276,2276,0,0,0
778,1660,1660,0,0,0
779,2191,2191,0,0,0
780,2539,2539,0,0,0
781,2750,2750,0,0,0
782,2876,2876,0,0,0
783,1916,1916,0,0,0
784,2306,2306,0,0,0
785,3095,3095,0,0,0
786,2516,2516,0,0,0
787,3195,3195,0,0,0
788,1942,1942,0,0,0
789,2251,2251,0,0,0
790,2380,2380,0,0,0
791,1879,1879,0,0,0
792,2193,2193,0,0,0
793,2373,2373,0,0,0
794,2100,2100,0,0,0
795,2005,2005,0,0,0
796,2914,2914,0,0,0
797,1278,1278,0,0,0
798,3394,3394,0,0,0
799,2861,2861,0,0,0
800,1832,1832,0,0,0
801,1879,1879,0,0,0
802,3797,3797,0,0,0
803,1728,1728,0,0,0
804,3962,3962,0,0,0
805,2212,2212,0,0,0
806,2414,2414,0,0,0
807,2425,2425,0,0,0
808,3419,3419,0,0,0
809,1970,1970,0,0,0
810,3420,3420,0,0,0
811,2387,2387,0,0,0
812,1766,1766,0,0,0
813,3377,3377,0,0,0
814,4063,4063,0,0,0
815,3029,3029,0,0,0
816,2171,2171,0,0,0
817,3037,3037,0,0,0
818,1722,1722,0,0,0
819,2368,2368,0,0,0
820,1935,1935,0,0,0
821,3095,3095,0,0,0
822,2544,2544,0,0,0
823,2251,2251,0,0,0
824,2217,2217,0,0,0
825,2424,2424,0,0,0
826,2906,2906,0,0,0
827,2444,2444,0,0,0
828,1268,1268,0,0,0
829,3226,3226,0,0,0
830,2489,2489,0,0,0
831,2765,2765,0,0,0
832,1842,1842,0,0,0
833,2494,2494,0,0,0
834,3814,3814,0,0,0
835,1662,1662,0,0,0
836,2696,2696,0,0,0
837,1627,1627,0,0,0
838,1936,1936,0,0,0
839,3314,3314,0,0,0
840,2418,2418,0,0,0
841,2970,2970,0,0,0
842,1849,1849,0,0,0
843,1250,1250,0,0,0
844,2289,2289,0,0,0
845,1532,1532,0,0,0
846,2466,2466,0,0,0
847,3065,3065,0,0,0
848,2127,2127,0,0,0
849,2720,2720,0,0,0
850,4055,4055,0,0,0
851,2158,2158,0,0,0
852,4130,4130,0,0,0
853,3741,3741,0,0,0
854,1634,1634,0,0,0
855,1419,1419,0,0,0
856,2444,2444,0,0,0
857,2518,2518,0,0,0
858,2156,2156,0,0,0
859,2282,2282,0,0,0
860,2779,2779,0,0,0
861,2947,2947,0,0,0
862,2108,2108,0,0,0
863,3603,3603,0,0,0
864,3268,3268,0,0,0
865,1736,1736,0,0,0
866,2485,2485,0,0,0
867,3358,3358,0,0,0
868,1583,1583,0,0,0
869,1933,1933,0,0,0
870,2283,2283,0,0,0
871,3590,3590,0,0,0
872,3030,3030,0,0,0
873,4327,4327,0,0,0
874,1465,1465,0,0,0
875,1621,1621,0,0,0
876,1766,1766,0,0,0
877,1697,1697,0,0,0
878,2871,2871,0,0,0
879,1893,1893,0,0,0
880,2868,2868,0,0,0
881,2682,2682,0,0,0
882,2845,2845,0,0,0
883,1733,1733,0,0,0
884,3362,3362,0,0,0
885,1833,1833,0,0,0
886,3757,3757,0,0,0
887,2651,2651,0,0,0
888,1146,1146,0,0,0
889,2938,2938,0,0,0
890,2622,2622,0,0,0
891,1210,1210,0,0,0
892,1376,1376,0,0,0
893,2383,2383,0,0,0
894,2230,2230,0,0,0
895,1838,1838,0,0,0
896,1901,1901,0,0,0
897,3078,3078,0,0,0
898,3715,3715,0,0,0
899,1398,1398,0,0,0
900,3215,3215,0,0,0
901,2546,2546,0,0,0
902,1831,1831,0,0,0
903,1414,1414,0,0,0
904,2849,2849,0,0,0
905,3059,3059,0,0,0
906,2817,2817,0,0,0
907,2763,2763,0,0,0
908,2964,2964,0,0,0
909,3534,3534,0,0,0
910,2038,2038,0,0,0
911,2523,2523,0,0,0
912,2786,2786,0,0,0
913,2342,2342,0,0,0
914,2575,2575,0,0,0
915,3230,3230,0,0,0
916,2342,2342,0,0,0
917,2962,2962,0,0,0
918,1512,1512,0,0,0
919,1531,1531,0,0,0
920,2403,2403,0,0,0
921,1741,1741,0,0,0
922,2238,2238,0,0,0
923,2402,2402,0,0,0
924,3781,3781,0,0,0
925,1587,1587,0,0,0
926,1381,1381,0,0,0
927,1860,1860,0,0,0
928,2788,2788,0,0,0
929,1813,1813,0,0,0
930,1587,1587,0,0,0
931,3992,3992,0,0,0
932,2862,2862,0,0,0
933,2964,2964,0,0,0
934,3203,3203,0,0,0
935,3165,3165,0,0,0
936,1378,1378,0,0,0
937,363,363,0,0,0
938,2338,2338,0,0,0
939,3537,3537,0,0,0
940,3495,3495,0,0,0
941,2669,2669,0,0,0
942,2413,2413,0,0,0
943,2634,2634,0,0,0
944,3647,3647,0,0,0
945,3389,3389,0,0,0
946,3540,3540,0,0,0
947,2031,2031,0,0,0
948,1931,1931,0,0,0
949,1074,1074,0,0,0
950,868,868,0,0,0
951,1859,1859,0,0,0
952,2603,2603,0,0,0
953,2160,2160,0,0,0
954,2598,2598,0,0,0
955,1691,1691,0,0,0
956,2209,2209,0,0,0
957,2626,2626,0,0,0
958,2198,2198,0,0,0
959,3238,3238,0,0,0
960,2074,2074,0,0,0
961,2431,2431,0,0,0
962,1808,1808,0,0,0
963,1789,1789,0,0,0
964,1505,1505,0,0,0
965,1637,1637,0,0,0
966,2246,2246,0,0,0
967,2140,2140,0,0,0
968,1772,1772,0,0,0
969,3536,3536,0,0,0
970,2172,2172,0,0,0
971,1801,1801,0,0,0
972,3304,3304,0,0,0
973,2800,2800,0,0,0
974,2066,2066,0,0,0
975,2318,2318,0,0,0
976,1422,1422,0,0,0
977,3733,3733,0,0,0
978,2728,2728,0,0,0
979,2415,2415,0,0,0
980,2968,2968,0,0,0
981,2523,2523,0,0,0
982,2021,2021,0,0,0
983,570,570,0,0,0
984,1835,1835,0,0,0
985,1444,1444,0,0,0
986,2613,2613,0,0,0
987,2355,2355,0,0,0
988,3201,3201,0,0,0
989,1493,1493,0,0,0
990,1794,1794,0,0,0
991,2553,2553,0,0,0
992,1838,1838,0,0,0
993,1782,1782,0,0,0
994,1361,1361,0,0,0
995,2137,2137,0,0,0
996,2183,2183,0,0,0
997,1474,1474,0,0,0
998,3445,3445,0,0,0
